subject PestNr Step_Size_OnTrial Response_Interval Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation
lala 19 0.075 first second 14 1 306 8 4.38 1.17999720573425 0 0 -1
lala 10 0.15 first second 5 1 307 6.6 7.128001 1.13999724388123 -0.25 1 -1
lala 11 0.075 second first 5 1 308 6.6 7.203001 2.89999580383301 -0.25 1 -1
lala 16 38.4 second second 9 1 309 -8 68.26 -2.40000009536743 0 1 1
lala 8 0.3 first second 22 1 310 8 3.18 1.83999681472778 0.25 0 -1
lala 9 0.3 first first 1 1 311 -8 -4.940001 1.89999675750732 -0.25 1 1
lala 15 0.3 first first 20 1 312 6.6 5.555999 1.31999707221985 0.25 0 1
lala 11 0.3 first second 6 1 313 8 4.38 0.939997434616089 -0.25 0 -1
lala 11 0.075 first second 4 1 314 6.6 5.180999 0.779997587203979 -0.25 0 -1
lala 13 0.0375 first second 0 1 315 -8 -5.6925 1.57999682426453 -0.25 0 -1
lala 12 0.15 second first 4 1 316 6.6 5.330999 2.21999645233154 -0.25 0 -1
