subject PestNr Step_Size_OnTrial Response_Interval Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation
lala 10 0.3 second second 10 1 261 -6.6 -4.955999 0.579997777938843 0 0 1
lala 14 0.0375 first first 18 1 262 -6.6 -6.306 0.319998025894165 0.2 0 1
lala 13 0.3 second first 21 1 263 6.6 4.278001 0.279998064041138 0.2 1 -1
lala 13 0.009375 second first 12 1 264 6.6 4.852875 0.61999773979187 0 0 -1
lala 11 0.3 second second 8 1 265 -8 -5.73 0.499997854232788 0 0 1
lala 8 0.6 second second 5 1 266 6.6 4.578001 1.69999694824219 -0.2 1 1
lala 14 0.6 second first 17 1 267 -8 -6.440001 0.319998025894165 0.2 1 -1
lala 5 2.4 second first 13 1 268 6.6 2.778 2.65999603271484 0 1 -1
lala 15 0.6 second second 17 1 269 -8 -7.04 1.05999732017517 0.2 1 1
lala 11 0.15 second first 9 1 270 -8 -5.540001 0.859997510910034 0 1 -1
lala 11 0.0375 first second 22 1 271 8 5.242501 0.319998025894165 0.2 0 -1
lala 14 0.0046875 first second 12 1 272 6.6 4.857562 0.839997529983521 0 0 -1
lala 15 0.0046875 first second 12 1 273 6.6 4.862249 0.939997434616089 0 0 -1
lala 9 0.6 second second 23 1 274 8 5.840001 0.199998140335083 0.2 1 1
lala 9 0.6 second first 5 1 275 6.6 3.978001 1.99999666213989 -0.2 1 -1
lala 14 0.6 first second 21 1 276 6.6 4.878001 1.03999733924866 0.2 1 -1
lala 10 0.3 second second 1 1 277 -8 -5.240002 0.319998025894165 -0.2 1 1
lala 15 1.2 second second 21 1 278 6.6 6.078001 0.219998121261597 0.2 1 1
lala 15 0.0375 first second 15 1 279 8 5.165001 0.499997854232788 0 1 -1
lala 11 0.15 second second 1 1 280 -8 -5.090002 0.279998064041138 -0.2 1 1
lala 12 0.075 first second 9 1 281 -8 -5.615001 1.63999700546265 0 1 -1
lala 12 0.6 second first 8 1 282 -8 -5.130001 0.219998121261597 0 0 -1
lala 12 0.15 first second 1 1 283 -8 -4.940001 0.61999773979187 -0.2 1 -1
lala 6 1.2 first first 13 1 284 6.6 3.978 1.33999705314636 0 1 1
lala 16 0.3 second first 17 1 285 -8 -6.74 0.339998006820679 0.2 1 -1
lala 15 0.01875 first first 18 1 286 -6.6 -6.28725 0.839997529983521 0.2 0 1
lala 11 0.15 first second 10 1 287 -6.6 -4.805999 0.23999810218811 0 0 -1
lala 16 0.01875 second second 18 1 288 -6.6 -6.2685 0.39999794960022 0.2 0 1
lala 13 0.3 first first 8 1 289 -8 -5.430001 0.179998159408569 0 0 1
lala 16 0.6 first first 21 1 290 6.6 5.478001 0.359997987747192 0.2 1 1
lala 13 0.075 first second 1 1 291 -8 -5.015001 0.259998083114624 -0.2 1 -1
lala 19 0.01875 first first 20 1 292 6.6 4.93725 0.419997930526733 0.2 0 1
lala 17 0.01875 second second 18 1 293 -6.6 -6.24975 0.559997797012329 0.2 0 1
