subject PestNr Step_Size_OnTrial Response_Interval Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation
lala 9 1.2 first second 5 1 227 6.6 3.978 1.29999709129334 -0.25 1 -1
lala 12 1.2 first second 11 1 228 -6.6 -8.778001 0.579997777938843 0 1 -1
lala 11 0.15 first first 12 1 229 6.6 5.856 0.539997816085815 0 0 1
lala 11 0.01875 first first 1 1 230 -8 -9.871251 3.23999547958374 -0.25 1 1
lala 11 4.8 second second 4 1 231 6.6 6.756 0.599997758865356 -0.25 0 1
lala 13 1.2 first first 11 1 232 -6.6 -9.978001 0.639997720718384 0 1 1
lala 8 0.6 first second 6 1 233 8 7.079999 0.599997758865356 -0.25 0 -1
lala 12 2.4 first first 4 1 234 6.6 4.356 3.05999565124512 -0.25 0 1
lala 8 0.15 first second 10 1 235 -6.6 -4.206 2.53999614715576 0 0 -1
lala 7 4.8 first second 18 1 236 -6.6 -11.556 0.519997835159302 0.25 0 -1
lala 12 0.15 first first 12 1 237 6.6 5.706 0.659997701644897 0 0 1
lala 15 0.0375 first first 7 1 238 8 11.465 0.799997568130493 -0.25 1 1
lala 15 0.15 first second 15 1 239 8 4.79 1.63999700546265 0 1 -1
lala 16 0.01875 first first 7 1 240 8 11.44625 5.27999353408813 -0.25 1 1
lala 13 0.6 first first 21 1 241 6.6 5.478001 4.51999425888062 0.25 1 1
lala 8 0.15 first first 20 1 242 6.6 6.605999 4.55999422073364 0.25 0 1
lala 17 0.01875 first first 7 1 243 8 11.4275 1.49999690055847 -0.25 1 1
lala 10 0.6 first first 5 1 244 6.6 4.578 1.83999681472778 -0.25 1 1
lala 17 0.01875 second second 9 1 245 -8 -8.352501 0.879997491836548 0 1 1
lala 4 1.2 second second 23 1 246 8 9.440001 -2.40000009536743 0.25 1 1
lala 5 0.6 second first 17 1 247 -8 -8.84 -2.40000009536743 0.25 1 -1
lala 12 0.01875 second second 1 1 248 -8 -9.852501 -2.40000009536743 -0.25 1 1
lala 9 0.075 second first 14 1 249 8 4.605 -2.40000009536743 0 0 -1
lala 7 0.6 first first 2 1 250 -6.6 -6.156 1.43999695777893 -0.25 0 1
lala 6 0.3 first second 17 1 251 -8 -9.14 0.61999773979187 0.25 1 -1
lala 7 0.3 second first 8 1 252 -8 -4.08 0.859997510910034 0 0 -1
lala 14 0.6 first first 11 1 253 -6.6 -9.378 1.17999720573425 0 1 1
lala 13 0.01875 first first 1 1 254 -8 -9.833751 0.979997396469116 -0.25 1 1
lala 11 0.3 first first 5 1 255 6.6 4.278 0.879997491836548 -0.25 1 1
lala 10 0.3 first second 3 1 256 -6.6 -6.677999 1.03999733924866 -0.25 1 -1
lala 11 0.15 second second 3 1 257 -6.6 -6.828 -2.40000009536743 -0.25 1 1
lala 8 0.15 second first 8 1 258 -8 -4.23 0.959997415542603 0 0 -1
lala 7 0.3 first first 17 1 259 -8 -9.440001 1.0999972820282 0.25 1 1
lala 15 1.2 first first 19 1 260 -6.6 -4.578 1.59999680519104 0.25 1 1
lala 18 0.01875 first second 7 1 261 8 11.40875 0.639997720718384 -0.25 1 -1
lala 8 9.6 second second 18 1 262 -6.6 -21.156 2.49999618530273 0.25 0 1
lala 13 0.01875 first second 22 1 263 8 6.53625 4.99999380111694 0.25 0 -1
lala 15 0.3 first first 0 1 264 -8 -4.980001 2.31999635696411 -0.25 0 1
lala 8 1.2 first first 2 1 265 -6.6 -4.955999 0.739997625350952 -0.25 0 1
lala 9 0.15 first second 10 1 266 -6.6 -4.356 1.65999698638916 0 0 -1
lala 8 0.15 first second 17 1 267 -8 -9.290001 2.67999601364136 0.25 1 -1
lala 9 0.15 first first 8 1 268 -8 -4.380001 1.25999712944031 0 0 1
lala 9 0.075 first second 17 1 269 -8 -9.365001 4.45999431610107 0.25 1 -1
lala 10 76.8 first second 13 1 270 6.6 -146.022 0.519997835159302 0 1 -1
lala 13 2.4 first first 4 1 271 6.6 1.956 0.739997625350952 -0.25 0 1
lala 14 0.0375 first second 1 1 272 -8 -9.79625 4.75999402999878 -0.25 1 -1
lala 18 0.01875 first first 9 1 273 -8 -8.333751 3.51999521255493 0 1 1
lala 16 0.15 first second 15 1 274 8 4.94 3.23999547958374 0 1 -1
lala 12 0.075 first second 3 1 275 -6.6 -6.753 0.959997415542603 -0.25 1 -1
lala 9 0.6 first first 6 1 276 8 7.679999 1.19999718666077 -0.25 0 1
lala 10 0.3 first first 6 1 277 8 7.379999 0.559997797012329 -0.25 0 1
lala 13 0.0375 first second 3 1 278 -6.6 -6.7905 1.17999720573425 -0.25 1 -1
lala 16 0.15 first first 0 1 279 -8 -4.830001 1.83999681472778 -0.25 0 1
lala 19 0.0375 second second 9 1 280 -8 -8.29625 0.539997816085815 0 1 1
lala 10 0.075 second first 8 1 281 -8 -4.305001 -2.40000009536743 0 0 -1
lala 14 0.01875 first second 22 1 282 8 6.555 1.47999691963196 0.25 0 -1
lala 5 2.4 first second 23 1 283 8 7.04 0.939997434616089 0.25 1 -1
lala 6 1.2 first first 23 1 284 8 8.240001 0.639997720718384 0.25 1 1
lala 17 0.15 first first 15 1 285 8 5.09 2.45999622344971 0 1 1
lala 11 0.0375 second first 8 1 286 -8 -4.342501 -2.40000009536743 0 0 -1
lala 9 0.075 first second 20 1 287 6.6 6.531 1.11999726295471 0.25 0 -1
lala 16 1.2 first first 19 1 288 -6.6 -3.378 5.43999338150024 0.25 1 1
lala 10 0.0375 first second 20 1 289 6.6 6.5685 0.639997720718384 0.25 0 -1
lala 11 38.4 first second 13 1 290 6.6 -107.622 2.91999578475952 0 1 -1
lala 12 0.0375 first first 8 1 291 -8 -4.380001 0.819997549057007 0 0 1
lala 11 0.0375 first first 20 1 292 6.6 6.605999 0.439997911453247 0.25 0 1
lala 15 0.01875 first first 1 1 293 -8 -9.815001 0.839997529983521 -0.25 1 1
lala 19 0.009375 first second 7 1 294 8 11.41812 1.77999687194824 -0.25 1 -1
lala 10 0.3 first first 16 1 295 -8 -5.580001 0.61999773979187 0.25 0 1
lala 14 0.0375 first first 3 1 296 -6.6 -6.828 0.519997835159302 -0.25 1 1
lala 15 0.01875 first first 3 1 297 -6.6 -6.809249 1.91999673843384 -0.25 1 1
lala 10 0.0375 first first 14 1 298 8 4.6425 2.87999582290649 0 0 1
lala 12 0.3 first first 5 1 299 6.6 3.978 0.959997415542603 -0.25 1 1
lala 7 0.6 first second 23 1 300 8 7.640001 0.39999794960022 0.25 1 -1
lala 11 0.3 first first 6 1 301 8 7.079999 0.719997644424438 -0.25 0 1
lala 9 2.4 first second 2 1 302 -6.6 -2.555999 0.699997663497925 -0.25 0 -1
lala 18 0.075 first first 15 1 303 8 5.015 8.64006280899048 0 1 1
lala 13 0.01875 second first 8 1 304 -8 -4.36125 0.579997777938843 0 0 -1
lala 13 0.3 second first 5 1 305 6.6 3.678 1.11999726295471 -0.25 1 -1
lala 17 0.15 first first 0 1 306 -8 -4.680001 19.6403136253357 -0.25 0 1
lala 14 0.3 first second 21 1 307 6.6 5.178001 0.739997625350952 0.25 1 -1
